company,title,sentiment,relevance,confidence,published_at,source,url,reasoning
"Beyond Meat","He’s lost hundreds of thousands in stocks like SpaceX and Beyond Meat — and he’s not stopping. Is the ‘high’ worth it?","negative","relevant","0.80","2026-09-03T11:00:00.000Z","Yahoo Finance","https://news.google.com/rss/articles/CBMipAFBVV95cUxQQ3BZTGdzNERETlpzZVZOckh4NHhoSFRQSzluN216eXhKdkhwSlJGT2F4ZEdLZkxnQ1kzZE1jSTlEMVh6QjI1ZnBFV1hsTVRveTdFc01WV3FVNkNtM3dGVW1fbU1lYnMtdXhnQWFRWHRoczJIUlY3ZVdEMmszcnd3X3hFR2RpQW9jdXFrdmRsNm1xdjdqemZUTXQ4bnpCbnZSaFd5Rw?oc=5","Article mentions Beyond Meat as a stock the author has lost money in."
"Classiq","Chemical Firms In Taiwan To Test Classiq’s Quantum Software","positive","relevant","0.90","2026-09-03T09:42:50.000Z","Quantum Zeitgeist","https://news.google.com/rss/articles/CBMiekFVX3lxTE1UQ2FzdmZKcHQtSGFHUEJMbXR6Sm91SjdJT3JTM2JielpfQVJXLVIwVVZYUGVIclFzUWE2eXVjbHFnM2YyUEdIai0xVjlqUVV3NXRabDRTczFuS000cC1rblRCWWFWZlZMZlRwcVYtT0luNW1MU1JmazBB?oc=5","Article mentions Classiq's quantum software being tested by chemical firms in Taiwan."
"Surgical Theater","India's Home Minister Amit Shah Inaugurates Expanded Max Super Speciality Hospital Wing","neutral","irrelevant","0.80","2026-09-03T09:12:24.000Z","streamlinefeed.co.ke","https://news.google.com/rss/articles/CBMimgFBVV95cUxOYkZpS2ZiTEx2RGJiS2o3VExCYW5IYjBMd3ZJTzVpcjlLbVRnbkFzRFBLTU15M05tWU91LVBSaGcwV2NuVEZnVzBlMGpxOXd1dXBaejIxa0xON3pjM0hLOTJFQm9WelZaS05XdUNLRldQVjI5dV9KcXlac25GQUxoc25BdUxFdGY1WW5idWJXN1phNVpsalpwZkFn?oc=5","No mention of Surgical Theater in the snippet"
"xAI","Child sexual abuse survivor alleges Elon Musk’s AI chatbot used photos of her to generate new illegal images","negative","relevant","0.90","2026-09-03T09:02:00.000Z","The Guardian","https://news.google.com/rss/articles/CBMikAFBVV95cUxNMzVOSVYwT2M0amI4ZWJ6dkxDaEZ6LTN3dkFMczlCd1h3aXNjR3FZS2RybTNFS3VkRmo5VTN3M0t4NHJhOS1QYmlVaXNicUY5WHRwWHlMZTh0WkJXek5OWVdSeEFPeC1FV09veXo1OEt6QnhJQkpScHI2NzRHRkp5UmRIaTA0dFdNUDFLM0dFei0?oc=5","Article mentions xAI, a company associated with Elon Musk's AI projects."
"Together AI","Betting on Open-Source Inference! NVIDIA Partners with Equinix and Together AI to Launch Enterprise AI Inference Solutions","positive","relevant","0.90","2026-09-03T08:46:06.000Z","moomoo.com","https://news.google.com/rss/articles/CBMiqwFBVV95cUxOcFBQblY0VWFaV29qUGhKOGRreXg3dHVhSF9XN0xQVVZXVGoycFhtdmdNc2hGSjVDVTFIaFRZeVlOS1IwN2REdksyQmVXMmRrTW1xUzJFdFJTWElwU1VJLXdGbWl6TDNxLWU5NFMyUTlaSk1zcmExdVJVSVVVZWwxYVFRazhSRXM2MnV3a0VYTXlqT00zQTMtT3BuZk1ySms4YnlrdG1VUFkzYW8?oc=5","Together AI is mentioned as a partner in a joint launch with NVIDIA and Equinix."
"Beyond Meat","Why Beyond Meat Stock Slumped Last Month","negative","relevant","0.90","2026-09-03T08:00:00.000Z","The Motley Fool","https://news.google.com/rss/articles/CBMiiwFBVV95cUxQQ2lEUDV3WUNoQ3Z2M2JmMy1GTXRheGtnVGdLN3RtVXRhVFVibDRxSFBxcXdMdVFidllULWdJUzd4NENqMjNqdFVva2hwN0xKRVptSkpvc09oNENpSUdEVUlOZDdHQURETkdLR3ZocUt5MFZzNFlUSXllYjEwd2tiU1pGM0FlaGdtYU1R?oc=5","Article discusses Beyond Meat's stock performance, implying negative impact on business prospects."
"Together AI","Equinix launches Inference Exchange in partnership with NVIDIA and Together AI","positive","relevant","0.90","2026-09-03T07:42:00.000Z","W.Media","https://news.google.com/rss/articles/CBMimwFBVV95cUxNdEhXeE8xRHl2cVRrTjZERWE5dXpVbGplb3FlMjFfZjZqMUpUVFZwdTViLVFYUHdzamV6ZjFPY2RneExKcEc4VUhZYzBFVG94UzFHa1FZLS1Ld0g1WUFDRi1iYi1UaFh2b3o1clhzTnRfZXMwYm9sNEQtamRKYThLMmJTQWV5VUVpVC1CcEhJTlliMHpiN3poNEJONA?oc=5","Together AI is mentioned as a partner in a positive partnership announcement."
"CarDekho","2026 MG Hector Tomahawk EV Vs Mahindra XEV 9S: Which 7-Seater Electric SUV Deserves Your Money?","neutral","relevant","0.80","2026-09-03T07:35:00.000Z","CarDekho","https://news.google.com/rss/articles/CBMi2gFBVV95cUxQLWZDZnMxZjJPRjdLcnl5M1pKaVlrcjhPaDJBbFF3LWdVX2RLUHR3ZXlFLU1zZWdQR1VmeGNyTmtwR3E3NXZYUUxSS2kxbVRYNlJFT25Kc2JyaXlEWExqQm40ZVdMNTBSclowNlAtVVg3UHo2T0I1dW83LXdhTFVERmRRUVBuWnNIYVF0WTMwYmE3X0tET1lZWUt5LVRjRGVfelkzS3VQYnFtN1VRX2tuN18tLU5VT05LdmxpR2I1WllEVE90dWpKZTFrSWkxTmpzN2F0dXZ1SEZOUdIB4gFBVV95cUxQRnVUT3F3TkNBY0lYYjQ3OGZ5WlBjMW1kOVExRnF0bWpuOU01YmNjZXFUTmZVX21kWUh3aVY4VDJYVEpSVFhyUHF1QmRDcXRZUWN6eGJhZlVOM2g5YlBIOFY2cFpqQVBLM2FvUi1oRmNxUGFQamxWTExzSlVERzNIam85WFZUd0YzbU9NY0JHQzdZT2hWU3VNRDNoTjlfTTg1dWs0MWdrZU1aaFJ3Q2VxMTktdnFzUWtiYjN2dmtmdFRmQlFLbER6Mlo3QUFyNW1iSlNNZktUZ0VfY3p6YXh2NHJn?oc=5","Article compares CarDekho's competitor's product to its own, no direct impact on CarDekho's business"
"Casper","The 6 Best Memory Foam Mattresses of 2026","neutral","relevant","0.80","2026-09-03T07:00:00.000Z","rtings.com","https://news.google.com/rss/articles/CBMiZ0FVX3lxTFAzZ0o0MFJwSHh1Nk5lcURZaUdUbjRKNFNtVHo5dHpnaC1lTlNhcDdWME5zdU9aWEZLbXZQQXNsdm42Vk1SRTR1Qlp6bi1uV3VDZFo5QkgyQnVMajJYcTFreUhFNS1LaEk?oc=5","Casper is a well-known memory foam mattress brand, plausibly included in a roundup."
"Astra","OpenAI releases GPT-6 Astra with expanded cybersecurity limits","neutral","irrelevant","0.90","2026-09-03T07:00:00.000Z","qz.com","https://news.google.com/rss/articles/CBMid0FVX3lxTE8tbHBWTnhjWFZEQkptbTB2MGRBel9DWFJpYnZHSXduREV6US1GTnlZb3VKcmFURGZDR0Uzc25mQUlUZFYxWTc4Y3lXRS1Wam9qbmtmcDNUWXZiYUF0VDM2c3J1bXFfVFh6amFxZG9CakFVOVVHTmNN?oc=5","Astra is a rocket manufacturer, not a product of OpenAI"
"Atlas Obscura","37 Cool and Unusual Things to Do in Alexandria","neutral","relevant","0.80","2026-09-03T07:00:00.000Z","Atlas Obscura","https://news.google.com/rss/articles/CBMibkFVX3lxTFB0aTlCdGFfb0piLXB6R1JVa05uTGNUYTV5Q1dCa2xUSTd6Y05ZNUdlQmdZbDFRSHl6R19ma211TWFoam1MR0JYWUZsaGdpRWJrT0gzNF9sQ2IxVUNIRE1SZDBVVW5MNXZaLWxoeU1B?oc=5","Article is about the company's content, not a generic use of the word."
"Spot AI","Researchers help people detect AI faces","neutral","irrelevant","0.80","2026-09-03T07:00:00.000Z","University of Southampton","https://news.google.com/rss/articles/CBMikAFBVV95cUxNaGZfWXFPLWNiaUpsdnltdlB2eUU4V3poLXNaRUFZSmRsaFNXZVRlRVAzZ0Rxdjl2ck5uY3NteTdzcmZPeHRySmZDMkdTaFNSZmIwVDkxZ2p4UmRPMEF6eVZYbTBPWi1qbEFEYlZiczR5dDRqUzVZdFdPY0Z3c28wRzI1UU5TUXJlRDFLT2x1bTQ?oc=5","No mention of Spot AI, but AI faces is a related topic"
"ProFuse","Woman stabbed to death by husband over over fidelity suspicion in Mancherial","neutral","irrelevant","1.00","2026-09-03T06:53:12.000Z","Telangana Today","https://news.google.com/rss/articles/CBMipgFBVV95cUxPN0s5bkVyTmpTTWcyLUg0aFJ5NUhLNmNwVHBsNEVUeC1EWEw4S2ZJcDhwWlpxSGFnZDN5eHpCYXhIY2tQMDR0b3dGMDczOEZCcVlvWUl5Q3ZncVZKbnhQbGtxdU0zSmNFWnhxRTNtVThpSEVqbW85ektPRm42ZW15V3cxbFlFME5GR2RUaUM1akN0bnZPdVVlMmZXM3dwTWZjOVpfeWZB?oc=5","No mention of ProFuse or any relevant context"
"CarDekho","2026 Kia Sorento Launching Tomorrow: Here’s What To Expect From The Diesel And Hybrid 7-Seater SUV!","neutral","irrelevant","0.80","2026-09-03T06:31:00.000Z","CarDekho","https://news.google.com/rss/articles/CBMi3gFBVV95cUxPeTd4Y3JuZi1mRWVObHFNU1A5YU1TU3N3UGJORkFRNXRyRjZjVTg4dVo5MGN1dG5GQlBWSUZ6NUp4VG1kcTdCUmVGSVAtU1NjVzM3S2lhS005QlRac2FzbXFycXFUODZGVVM3cTRQM244bm44WFFWdGNBdVlhY2t6RDNhVk1HYmpueGEtUGdqdWk5eUY3bVJNM2ZZUWNzUGVNUjhaSWpGc1RQMUUzaS1UWXZZdTRfOUx4cGxoZFcwS3JudTJKMWwyMXNiQllCMUxid1E5UENXNDh2MWl2ZlHSAeYBQVVfeXFMTk1HS0VWai1vbjgxNlFxa2E1UjJFT2VjblFEQUZZWnpTYUc2LW5GWmRoVDRTYTB2RWY0N0VIZDNWbXBXN2JsR3k3M1FUMFVBbDVYaVcyNFNYX1J3eTk4eXU3Z2FxTTd4Skg3WEk4VWJBdTVEb01tM1kyQ3FRaTJfai1LQnYyRmlMRlAwaS1YTWNSZzNGbGxUdlA1T3lGYUNMcjktZWZNWG5QYjllZ1o0ZlJ1WjV6Q01Ua0pVODlPeTB1dlJwTGU1SzZKQ3pGTEN2Tm10WkltcTVFUVZSd1UwcHBLc0swQlE?oc=5","CarDekho is a car review website, not the car manufacturer."
"JumpCloud","JumpCloud - 2026 Funding Rounds & List of Investors","positive","relevant","0.90","2026-09-03T06:28:12.000Z","Tracxn","https://news.google.com/rss/articles/CBMirAFBVV95cUxPOUFFckpSVy1uMzJ0X094S0syZjlBNkFET2E4dVZxUHJlVkFPT19XX2lYdzAzeWI4Mzd3X1VnYjV1RUZCQXpYQnRGUTZUNm1VTW5JRFpzRFR4UmlXelJDYmZKS3ZsS29oQ0tJaXFEaVFmcDJpR1Q2QlVuQkVhYk9TVWlPUlBoV3ZEcFZSc09PUURKbGxEOURHY2dIemYzcTg3YWxPTEh0OVRhcWRP?oc=5","Lists JumpCloud's funding rounds and investors, indicating successful fundraising."
"Replay Technologies","From Gaming to the Battlefield: How XTEND Reached a $1.5B Valuation | Special Interview","neutral","irrelevant","0.80","2026-09-03T05:51:05.000Z","israeldefense.co.il","https://news.google.com/rss/articles/CBMiWEFVX3lxTFBBcjBiMFNDRW9RNVRyVVZrQlpCOWQ5aW5SbC1ka1R0dmc4LV9FVVpnLTFSN0diRS05R2VjaHhlWlVfQUhydzBwQWE0MjV3a3JjSFBtb1ItQkQ?oc=5","XTEND is a different company, not Replay Technologies."
"Tailor Brands","5 Best LLC Services In Ohio – Top OH Filing Options (Sep. 2026)","neutral","irrelevant","0.80","2026-09-03T05:29:08.000Z","bizreport.com","https://news.google.com/rss/articles/CBMiXEFVX3lxTE40VGdNZjJWajdaX3hxWldEd3Q4eEdmNmRXZXNKQUZWNDF1Y2V6emU5b1k3dk94R0JRQWdFZU54X04tTWhEUkpQYThxcVExbWJ1TXJRNjd2bHBxUW15?oc=5","Article lists LLC services in Ohio, no mention of Tailor Brands"
"Together AI","Nvidia Partners with Equinix and Together AI to Target Enterprise AI Inference Market","positive","relevant","0.90","2026-09-03T04:35:00.000Z","finance.biggo.com","https://news.google.com/rss/articles/CBMidkFVX3lxTE92NHc0aFh4MDNSLUJDc0NwLWFUUW9tVnZLN1BPcEUtTmNEcUFkS3AwRFUxX2pzdDdZN0otR0xjMGRSTXpzcDFnUG1Kam5VQzM5TXBSS3ZNdTdlX3p4S0xOc1B4MHFDNFdqbGZ6ajQwN1ZnZ1JxTHc?oc=5","Partnership with Nvidia and Equinix implies Together AI's relevance to the AI inference market"
"Tailor Brands","6 Best LLC Services In Texas 2026 - Top Providers Reviews","neutral","irrelevant","0.80","2026-09-03T04:16:25.000Z","bizreport.com","https://news.google.com/rss/articles/CBMiYkFVX3lxTE1RcHF2S2R0MmhFdS03THJYZ1ZtVXIzU3BTZjc1Y0N1VTM1a3BjUTB0dVpNRnhKLS1sbHM2em0tdUNlZDJma0tORlphT2EwTFFiX2ZIRV9HcWRlR0Z1UWlrNXNn?oc=5","No mention of Tailor Brands, only general LLC services in Texas"
"Connected Energy","The Battery Age: BESS, EV Power Pack Reuse And V2G With Matthew Lumsden, Connected Energy Scavengers Reign (2cTMVbxPba)","positive","relevant","0.80","2026-09-03T04:03:55.000Z","Mshale","https://news.google.com/rss/articles/CBMiW0FVX3lxTE00UGNUVnNzYmJzMUdNWTFWYzZKYlVPSTVmWG5MUU84S0pscFhMSFNYRF95YnU2RWFYdmRGT19iYVRzX05JUlY4OTluZVZ6bjVLQUxJN0xZMU1wZjA?oc=5","Matthew Lumsden is a Connected Energy executive, implying a company-focused interview."
"Together AI","Equinix expands AI infrastructure push involving NVIDIA, Together AI, AWS and Google Cloud","positive","relevant","0.90","2026-09-03T04:01:30.000Z","Tech Wire Asia","https://news.google.com/rss/articles/CBMimwFBVV95cUxQUHhOT2xkbEZmLUhHX0E2bWRUWTYwcXcyY3JWRWxXQ3BiRW1MX0ZrU3B4alp4bThYRjVYaHdqTzM3anhsTXhMT0ctOEpONlk0UXdvN3RBazhTRE16bGdJVmlWRkw1VWdzWFBBeUdUUlJZMlRVemwydThyakFESVBoYnhDTW9fbkNBTzFYME5Id2M1Z1o3b2VBS0h2UQ?oc=5","Together AI is mentioned as a partner in Equinix's AI infrastructure push."
"Casper","5 Memory-Foam Mattresses With Just the Right Amount of Sink","neutral","relevant","0.80","2026-09-03T04:00:19.000Z","The New York Times","https://news.google.com/rss/articles/CBMiiwFBVV95cUxNZWRzOE45aTEwc1ZOem5LTVZkLWNqTjdmVzY0SW1ObU5OdUdDYl9oNF9JU1c4cUFwN3hoWXI5UGhfcFNkVlBZWURvX2tORlJ4cW5iaktSck9VOHRGdmpUUkE3Zm1RNXBUNFViVC1LempGRFFrSlh0VUZtQXZ5cVlUb0FNcjFTek1wQTBj?oc=5","Casper is a well-known memory-foam mattress brand, plausibly mentioned in this roundup."
"Harvey","Law firms seek bespoke differences in legal AI","neutral","irrelevant","0.80","2026-09-03T03:33:37.000Z","Financial Times","https://news.google.com/rss/articles/CBMicEFVX3lxTE9QZFo5V3ZMY3h4WU5Tckd5OFFTX0ViZ0NnYmpQLUNaVjBVY2x5TjhXUWl6OUZkMTdFd2t1V1JhQm5EVU5NblZseXBoODFZZlBNcnJWM3NscnFNVUIxTjdaS1ZSLUM0eTBzTjV0UHlGNnI?oc=5","Article discusses legal AI in general, not a specific company named Harvey."
"Morphisec","When the AI Breaks Its Own Rules","neutral","irrelevant","0.80","2026-09-03T02:32:02.000Z","TechSpective","https://news.google.com/rss/articles/CBMieEFVX3lxTFAzTFdtQ0R1NUVlZWU3STJuZWZWeXZRRUVVdHJRNDlHUTRWWXNnUlJXQUpTRlZZdGJrTkptWmlrLS1CMVVXc1VCaHdGVFRyaWEyamlaZUlNcHE2TU0tU0czVi1rQXFmU1FNZm5lVlp1Z2x4ZTM0bDRvRdIBfkFVX3lxTFBxZ1RBcDNyVnFQVmNZUEo1UzdhbWQ3VFpzVU5ZdG5EM1BwXy1RN2hlalQ1WmJZbjRxMnFWYS02eGZqQ1lnNG5kZHktMUxvTHFLYlVrVmwxRVRpRWtVQ2FFUU96NkVIY0NzbFp6aDZ1ZlcwYmdwUVljTl9uM2YyUQ?oc=5","Article discusses AI in general, not specifically Morphisec's technology or products."
"EquipmentShare","EquipmentShare.com Inc. Notice of September 21, 2026 Application Deadline for Class Action Lawsuit - Contact Lewis Kahn, Esq. at Kahn Swick & Foti, LLC, Before Application Deadline","negative","relevant","0.80","2026-09-03T01:45:00.000Z","TMX Newsfile","https://news.google.com/rss/articles/CBMixwJBVV95cUxObEZHQkJrRFZIbFBjR1VVZmFVSlRpbEdtTnhiYVRKZUliSjR2bFBRdkNBOGtwb3dVbmMyYXNGSVR6UXBTMHZzRE5BQVlaZGFlSGlDYVlRT1dYUnVZSXBrT2lhZ0VoLWxjY20wWENoZG9MR1ZKVkd1ZXNnVmJHR0NUUFlrTEl5Zi1sYTJRUTdsTEJOV3Q4VHI3cTlJZldTcERZSmdHOXlzamJ2QjJfUExqdjlHWldlS0gydWxXekQ1TGlndHZDWDdFdmNnSV9tWkJHOXFHYTZTaTZuOVM0cm9CZy1fS00zZXU4d2xSNjFReDFPeXJ3ZGdIOGpnc1FBR19TTnRBYV9NU2w3Rk1fbF9ZeDJBclhoZThPdUlmeUNDRW44N0hUalNoWF9GRW9mbTBBS1BDUkQ5QWRyRTE5VFpzYnc2Z3lDRUE?oc=5","Lawsuit against EquipmentShare.com Inc. indicates potential business risk"
"People.ai","Future of AI content depends on intelligen­ce of machines","neutral","irrelevant","0.80","2026-09-03T00:46:03.000Z","PressReader","https://news.google.com/rss/articles/CBMif0FVX3lxTE5fSDZJbUNCcU9rSnJDeVBhNUpvMzNPVnB1Y2lOams4MmJWUDl4Q0NwT1lBR1VDS0VlOGVWU3l5YUlweGFxbFV5Rzd3cTV0X28wZGQ5VGx0N3VvUU1NTEZCbmtfOGxUVktBejVLcmVvcU1CMm4zX0loUU10ZjBIbzA?oc=5","No mention of People.ai, but general AI topic fits their sector"
"Harbinger Motors","A-Tem Eyes Valuation Re-Rating on Subsidiary Chunghan Electronics' MLCC and Semiconductor Growth","neutral","irrelevant","0.80","2026-09-03T00:35:00.000Z","finance.biggo.com","https://news.google.com/rss/articles/CBMidkFVX3lxTE5BNWNkeDhJQ2FzV0EyRlBkWFVKMTVFaGQ4bjlBVzR3MkNHZGk1R2tzaGJEQW9vb2pxbndETXhrX1JjdXVVV1NzZlhLNzNVSWN2SV8tT01aMFdTWjhqaU1ObUdfTmR4TlBrTGc3ZlB5QWI3V214TUE?oc=5","Chunghan Electronics is a subsidiary, not the main company"
"Lemonade","Lemonade 11.9 Local AI Server Released With Super Exciting AMD ROCm HRX Backend","neutral","relevant","0.80","2026-09-03T00:32:00.000Z","Phoronix","https://news.google.com/rss/articles/CBMiYkFVX3lxTE1teEFqM0VSV25MWGlzRW9jWnMwZ01FYzZYVUZkdVZTSnJRWjdJbDZQZHhMY1ZOWHdwX0hpc01pQ0JYUkxiSmlWenA5TFBvR2VIZ1cydHFQaEhPeXlPc3JUVTN3?oc=5","Article mentions Lemonade, but context is technical and unrelated to insurance"
"Classiq","Kensho and Classiq Partner to Expand Access to Quantum Software in Taiwan","positive","relevant","0.90","2026-09-03T00:00:00.000Z","WBOC TV","https://news.google.com/rss/articles/CBMihgJBVV95cUxPVGlMclZqT3VMRjNPVk9OS2NTekQzYVU0VjhucEx1TWxQOVpuUWdpWW55WHc2X2E0R1Z6VmdJbXN4LWNyMk5KOGRyWExnb0xUSlhMZmx2cTFpVW1Bc29PclZzbzBIVlRhWDdjNHBwTWpsVjFidVNUdkRCSHlBclVUSkFleGZ2ZElBZHZaUXpBQVZOeFAxMDQyVmF0YXh3X1JLekZuWTlkV2UzZ05sX093M2tWeERLY3ZjZHIycnJ2dTFFZWpUbU90dk9fRmRuZzYybko2MDc1NC1HeThKMGdGci1ZRS03QVQxOWQ0WE5Qb1ZUZHp5ZVNUM2pDaVh4NGctNF9GcWZ3?oc=5","Partnership announcement with specific company name and sector"
"MasterClass","Sake Masterclass Held for Young Sommeliers Destined to Shape the Wine Lists of Tomorrow in Latin America","neutral","irrelevant","0.80","2026-09-02T23:06:02.000Z","wineindustryadvisor.com","https://news.google.com/rss/articles/CBMi4gFBVV95cUxPd2V1Skdrd1NzTXlyMC00RlhQSzh3VzZUV3FYaHNGOW10d3BmejV5dDl3aHF3YVppQWFYVnV3a0IwQ1JVSmd2cGN0QzU2NHZmaGVJbUc3Vk5CYlJZMjVDRllxbVVOVUhQZmtHSnplUUVObHkzNTdYbGQ4clJnSm8xVmJiNWw3T1JVZ2x0TkM3OHNESjdaNHJERmlieGVINkhLTFpwOFRIVXBPalRlUkRBRmU3YjFFNFdqYUUxSkRZeE5vbkc1UkFDbTgwYm5ULW84RGhHR0thdW1MM0hOX2lBUEdR?oc=5","Article is about a sake masterclass, not the online learning platform MasterClass."
"Classiq","Scientek and Classiq Partner to Accelerate Quantum Software Adoption in Taiwan","positive","relevant","0.90","2026-09-02T23:00:00.000Z","lincolnjournal.com","https://news.google.com/rss/articles/CBMimgJBVV95cUxPVThWN2RZZUIwenhuclY0RW1qa1ctcFo3d2lXLTNuOExPMmdOaE1xeVFPNHhCU2tucHNUWmtDX3FndmE0d2xCT3J0S25scFNFTFNHZUF3NldsS1JUSkdIREdCYnJzdjlOSlByYTd1WVBWbWJrSXBOT0tYSkpCaUwzbW1nZFFvS1RGV0tVSkdUdVJxQVFnV1l6V1MzU19sY0RUc0xQWXFnVXZPOURnZm9LTExISmJXQjc1a2JrOGdyajN5SGx0cmJpU0FQV2pwWE9HMGVZa3NmYjhuc2x0MEJQc3RxQTBudHpFeGJaQjlSNlBpckJqUWQ1dk9JNVpacnlheUZBeVk2MDNVb2hGelpMN2RZYXNaRURWUkE?oc=5","Partnership announcement with clear benefits for Classiq's business prospects"
"Classiq","Scientek and Classiq Partner to Accelerate Quantum Software Adoption in Taiwan","positive","relevant","0.90","2026-09-02T23:00:00.000Z","GlobeNewswire","https://news.google.com/rss/articles/CBMi5AFBVV95cUxOSlZsd0JCZFFCdGN0RmRjazk0Q2ZKVjhHcW54VGV0cnRtME14NkRFYVVqX1lMVEozT2pXbjNTREhXNDg2RS1id2N2cVg5R1ZRTWRadjFYVG9yM1ZWcW5iUURvS1Z0RnFiYU5NSnlVQ1VaWFdpUTlXMjN6M1pacmVDc0dJTW03UjZBanZDb1NXYXI3VDVnZEliMHhneEZMbkdZUmd0OE84WFMwZHlMczZ0TkVoaUp2eWhkeHQxcm42OVVPWjE0cTZKUl8zZ0hXcDQtY3U3bFJGcUNVeUE0Q3pJQ1N5WjY?oc=5","Partnership announcement with clear benefits for Classiq's business prospects"
"Greenlight","The 5 best debit cards for kids and teens","neutral","relevant","0.80","2026-09-02T22:48:25.000Z","Yahoo Finance","https://news.google.com/rss/articles/CBMirgFBVV95cUxNYW9zbmxPNWNEYk1jejVWNWRJeG56VHgwaV85M2RGbnkyMjhJdGpTSmZPaWJ5NDBNRGUyYXhLOTh3eDdrYk5Fb2JFVW5hSWNiR2hNUF82c2ZuanRBbTZfc2ltbVBMVHc1WDh6djlObmNaUE9fNTY5SUdtOFJRQmMtVHdDRlZiNXZGNWl5TF9ENlN4Y19RdGtYYzN2cGVHVF9hbE85WWxuRkYzdDVOMmc?oc=5","Greenlight is mentioned as one of the best debit cards for kids and teens."
"MST","Drew Barringhaus, member of Missouri S&T’s Class of 2026, establishes scholarship to help future students","neutral","irrelevant","0.90","2026-09-02T19:21:37.000Z","Missouri S&T","https://news.google.com/rss/articles/CBMi1gFBVV95cUxOVGpVTjZPaUgxeFJpNzBjbVhlMUU3ak9ZZDNEVl9JOHppLWpZTTBaZnNVRklmdDkyMlFQRWhpSTcyWkE1YkpvOGZ4bURJb3ZlNVdRSUE2cUNwTEpGZlphcUZYM3dpencwanhiMG5IT3ctanRJYlRqU3ZvZWt5aTBrZUVxM2NUdjRHWVVZaGhwNUM1TlRYOTlsRHdhRC1MMnpwcDliNTVJZFVCN2lBMVprYkV4a3ladzROUXM5dWVCSi1kbzRZS0paZGdMRnB1Wkl3VTlONzNB?oc=5","MST is a university, not a company"
"Stellar Cyber","How AI agents can string together a fragmented cybersecurity stack","neutral","relevant","0.80","2026-09-02T19:00:30.000Z","Spiceworks","https://news.google.com/rss/articles/CBMingFBVV95cUxNaU81Rm1wNEQxUndDSFBMX0pQcFA2dWpXS251ZnRDUmhrWVNCSTMwSXlBdnRaRW5kajl0b3NvaGpPX0NieHdvaEpYZ041bXNKSDIxdHRmdXM1SjAyb2lfcXBNeHQwLTdWV19BVV9WSkVTN0xTOFN5WU1yR29aN2pQRU1EQWhjNzdIMlVpU0wycDB3S0ZrdU4yTzJrU0x0Zw?oc=5","Article mentions AI agents in cybersecurity, plausible fit for Stellar Cyber's technology."
"SpaceX","USSF-153 Mission","neutral","relevant","0.80","2026-09-02T18:38:13.000Z","SpaceX","https://news.google.com/rss/articles/CBMiUEFVX3lxTE5hY2h4b2FpekxyMW5kdzl5bkRZdXByNGFpVGV4TkVsY01nMm8zclozM21qazNvQkF1SEk3SjdxazZENzRPUWQ1d1haLWI0VFpU?oc=5","Routine mission announcement with no clear upside or downside."
"Connected Energy","Energy Storage Canada releases new report on unlocking","neutral","relevant","0.80","2026-09-02T18:21:38.000Z","GlobeNewswire","https://news.google.com/rss/articles/CBMiugJBVV95cUxNQnl3Z0VlSVRVSldJbzMzZmZvZzFrVWtqZGxpRXpZck5vcTgtbkxlVGYyNGx5QUctbkFobTFPTzhTZE50M3lVSTNXX25pREctdmNLMjIyV0J3cklFMTVhS3JDTEo5cE9HSkVEcVhtelhNbUhsc1BSWnhtdTFWSlJwWkk0azJpTkROTnNybm9ka0llX3k0dm1rcE5TZG1PZGNhdXNNVG9NWUdSMWowUVZBVjNTTklEWDRTNl95MkZPS1Q1ZEhxU3pMR3MyaEZodEdkZW9DSnhkbTluX2c0cFZ1Z05CNzRMa3lNS3pEdUN6T3l1M05fNjgtN01yYWR3dzRnNWRBUER0X29Ld2hKQ2ZnZXhfYV9SWVZCcDRHazJqZUo2ZEdZYzFaSldla011bGQtLXpJVy1mbnFBUQ?oc=5","Report mentions Connected Energy as a sector player, but no specific company news"
"Skillz","Data digest: CookieRun, NYT and Valorant milestones, more Skillz-Papaya drama plus China, Japan and D2C stats","neutral","relevant","0.80","2026-09-02T18:09:32.000Z","Mobilegamer.biz","https://news.google.com/rss/articles/CBMi4gFBVV95cUxNekE0V0ZJTTVTaVB5WEV2XzAyX3IxeHVxMDJoTjA5bFl5OXo5TXduRjUwR2dvTkpRTWJhSy04WDE3SHQ5Q0JZejBwenIwc3RxR1BWVnpOWUNUT2tGLVFTQUljbnIxcGZjY0RCV1VKemo3U0RUVllyYjNLblpXTldqdHFUUUhpcHVlWVVjS0hZM1U2czN5clh3Mmgwd2wzNk1MMTRyajNMbTYyT3BpY205LXhCQ1d6LU5sOHdPT2VQQmNYZ282VlBHMWNRcXN2YjZqaVRGdmlMcXRvcHVpMV9sZ21n?oc=5","Article mentions Skillz in a roundup of industry news and milestones."
